transaction_id,ai_decision_explanation,ai_customer_message,explanation_source,message_source
TXN10313,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1083, your payment of ₹27,204.12 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10314,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is card expired, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹1,094.57 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10315,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹13,802.12 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10316,RecoverAI recommends a controlled retry because the failure is related to network error. The recovery score is 90/100 and the transaction has not exceeded the automatic retry limit.,"Hi Customer 1053, your payment of ₹21,298.90 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",Local Fallback,Local Fallback
TXN10317,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹18,022.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10318,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1205, your payment of ₹1,516.10 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10319,RecoverAI recommends a payment link because the failure is related to insufficient funds. This gives the customer another way to complete the outstanding payment.,"Hi Customer 1058, your payment of ₹49,981.76 could not be completed. You can complete your payment using the secure payment link provided.",Local Fallback,Local Fallback
TXN10320,"RecoverAI stopped automatic recovery because the payment has already reached 4 unsuccessful attempts. Although the failure reason is insufficient funds, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.","Payment recovery for ₹8,029.88 has been paused after multiple unsuccessful attempts. Our support team will review the case.",Local Fallback,Local Fallback
TXN10321,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1087, your payment of ₹1,281.80 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10322,RecoverAI recommends a customer prompt because the payment requires customer attention. The customer can verify the payment details and attempt the transaction again.,"Hi Customer 1168, your payment of ₹3,441.39 needs your attention. Please verify your payment details and try again.",Local Fallback,Local Fallback
TXN10323,"RecoverAI stopped automatic recovery because the payment has already reached 3 unsuccessful attempts. Although the failure reason is network error, further automatic attempts are restricted to avoid repeated failures. The case is therefore escalated for operator review.",Payment recovery for ₹550.43 has been paused after multiple unsuccessful attempts. Our support team will review the case.,Local Fallback,Local Fallback
